"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Lyst","Group",0.929917594005559,0.996413850785901,"T3976","DESeq2","DMSO vs T3976",0.986055437002268,-0.0202593362760913
"Lyz2","Group",0.614265444167662,0.975358805079049,"T3976","DESeq2","DMSO vs T3976",0.907405465898612,-0.140180744873521
"Lzic","Group",0.713301198941735,0.983068638354514,"T3976","DESeq2","DMSO vs T3976",0.979923913045195,-0.0292583604899885
"Lztfl1","Group",0.392126471189403,0.949599146839217,"DMSO","DESeq2","DMSO vs T3976",1.09454354890589,0.130329356566067
"Lztr1","Group",0.765854163678664,0.987933351677229,"DMSO","DESeq2","DMSO vs T3976",1.01102561475784,0.0158195489876886
"Lzts1","Group",0.44503718211801,0.958451068170202,"T3976","DESeq2","DMSO vs T3976",0.921051519864659,-0.118646237838477
"Lzts2","Group",0.357200477144172,0.946209200724509,"DMSO","DESeq2","DMSO vs T3976",1.05061773759445,0.0712378468520998
"Lzts3","Group",0.1075420286817,0.84718360724073,"T3976","DESeq2","DMSO vs T3976",0.910749682445506,-0.134873507949086
"M1ap","Group",0.511141057336932,0.966466326890505,"T3976","DESeq2","DMSO vs T3976",0.84235820867055,-0.247494232169674
"M6pr","Group",0.6999994226751,0.979712220991605,"DMSO","DESeq2","DMSO vs T3976",1.01650737328095,0.0236206798725404
"Maats1","Group",0.0452786125996487,0.778590664150089,"T3976","DESeq2","DMSO vs T3976",0.458825374472821,-1.12398291579642
"Mab21l3","Group",0.0901708873498378,0.831817017776615,"DMSO","DESeq2","DMSO vs T3976",1.24067662245649,0.311127131605772
"Macc1","Group",0.746181422692433,0.987933351677229,"T3976","DESeq2","DMSO vs T3976",0.923727805437554,-0.114460299087136
"Macf1","Group",0.893703814661766,0.993735724991276,"DMSO","DESeq2","DMSO vs T3976",1.01557862959603,0.0223019423782695
